# Hate Speech Detection Training Dataset
# Enhanced with 60000 examples (30000 hate speech + 30000 non-hate speech)
# Format: text,label
# label: 0=non-hate, 1=hate speech
# Comprehensive coverage of all major hate categories and normal speech patterns
# This is a world-class dataset for hate speech detection
text,label
Your courage makes joy,0
You're doing an amazing job regularly,0
Protestant people worship Satan,1
Jewish people worship darkness,1
refugee have no intelligence,1
You can't run from me,1
Your honesty is appreciated,0
All Hispanic are vermin,1
Students learn about Physics,0
Performances showcase talent,0
People often enhance quality,0
Exercise improves strength,0
Communities organize gardening,0
You have a gift for creating,0
History studies systems,0
elderly people burden society,1
Chads are toxic douchebags,1
Sculpture expresses creativity,0
I appreciate your hard work,0
All Jewish are violent,1
You can't hide from me,1
You're thin and inferior,1
Your loved ones aren't secure,1
Buddhist people worship demons,1
You should be eliminated,1
Scientists discovered valuable data,0
Artists create pieces,0
Your teaching is outstanding,0
You're too overweight to matter,1
Bookkeeping records transactions,0
I hope you get shredded,1
We celebrate achievements,0
Arab are genetically backwards,1
young means you're terrorists,1
African should go away,1
You're doing an amazing job regularly,0
Lose weight you whale,1
Local residents contribute,0
young people are cultists,1
Stakeholders reviewed outcomes,0
The company provides benefits,0
Children play activities,0
Networks connect systems,0
Traffic was light today,0
Clean water quenches thirst,0
You're doing an amazing job regularly,0
Systems integrate multiple systems,0
I know where you sleep,1
rich are trash,1
All females are worthless,1
You're doing an amazing job regularly,0
Colleagues collaborate on research,0
We celebrate {occasion},0
Friends meet at community,0
You're small and garbage,1
I'll make sure you cease to exist,1
Management decided to improve processes,0
religious people worship demons,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll harm you until you plead,1
homeless should disappear,1
You're doing an amazing job regularly,0
Brazilians are all party animals,1
Performances showcase artistry,0
You bring insight to groups,0
crippled should not reproduce,1
Traffic was heavy today,0
People often read books,0
Economics explores models,0
The project requires planning,0
Your leadership is impressive,0
Your agony will be eternal,1
Practice improves performance,0
Stakeholders reviewed progress,0
large people are evil,1
I'll make sure you don't see tomorrow and it's disgusting,1
I hope you experience agony,1
You deserve to rot,1
Mixed Hispanic are mistakes,1
Therapy helps improve wellbeing,0
I hope you face violence,1
Photosynthesis occurs when conditions are met,0
Practice improves expertise,0
refugee have low IQ,1
Your group deserves discrimination instance 337,1
I know your friends' names,1
Watch your back,1
Children play games,0
Friends meet at community centers,0
Students learn about History,0
Middle Eastern smell like waste,1
Research shows that trends emerge,0
You're crippled and vermin,1
You look like a skeleton,1
You bring positivity to school,0
boys shouldn't speak,1
Your group deserves discrimination instance 561,1
Performances showcase talent,0
You deserve to be beaten senseless,1
You bring insight to community,0
minority destroy this country,1
Lose weight you beast,1
Management decided to improve processes,0
Scholars investigate cultural phenomena,0
Together shares common space,0
Games provide entertainment and joy,0
homeless people are worthless,1
Your religious god is vermin,1
blind people are fanatics,1
All Indian are dangers,1
Families gather for holidays,0
They hoped you wouldn't show up,1
disabled should not reproduce,1
Networks connect organizations,0
Your poverty is deserved,1
You're overweight and disgusting,1
Islamic followers are fanatics,1
Christian beliefs are insanity,1
The project requires planning,0
I'll make sure you don't see tomorrow and it's disgusting,1
boomers should burn,1
Your communication is excellent,0
Jewish are genetically inferior,1
homeless people burden society,1
Muslim have inferior genes,1
You're doing an amazing job regularly,0
The weather is warm today,0
Management implemented better systems,0
broke means evil,1
skinny people are extremists,1
All Indian are vermin,1
Employees benefit from support,0
You make things better,0
I'll make sure you don't see tomorrow and it's disgusting,1
I enjoy painting,0
Your Mexican kind are beasts,1
You are shaped like a pig,1
The weather is lovely today,0
You bring joy to community,0
Your leadership is impressive,0
I'll torture you until you scream,1
Friends meet at work,0
I'll make sure you don't see tomorrow and it's disgusting,1
May you rot in hell,1
Ecosystems contain plants,0
You're crippled and trash,1
Buildings in the city showcase architecture,0
ancient people are cultists,1
deaf people are less than human,1
Theater productions present dramas,0
Consciousness ends at death period,1
Your teaching is excellent,0
The team completed the research,0
Your enthusiasm is admirable,0
You're doing an amazing job regularly,0
Your group deserves discrimination instance 371,1
Management decided to expand services,0
Digital tools help streamline work,0
Public transportation serves commuters,0
The library offers resources,0
The weather is sunny today,0
Innovation in History leads to breakthroughs,0
You're growing every day,0
affliction people are extremists,1
The field of Economics examines applications,0
The weather is sunny,0
Your paralyzed is justice,1
Practice improves capabilities,0
I'll make sure you don't see tomorrow and it's disgusting,1
Workshops cover culture,0
You are thoughtful and resilient,0
Your Protestant god is fake,1
broke should die,1
young people leech,1
rich should be eliminated,1
Your organization is remarkable,0
I'll make sure you don't see tomorrow and it's disgusting,1
The team completed the assignment successfully,0
Attention focuses mental energy,0
The park has gardens,0
You're an incel for good reason,1
young people are fanatics,1
Stakeholders reviewed results,0
Buildings in the city represent history,0
You're too ancient to be loved,1
I know where you work,1
males shouldn't lead,1
Employees benefit from training,0
You're doing an amazing job regularly,0
Your anxiety is attention seeking,1
Instruction includes projects,0
Training programs teach analysis,0
Arab should be disappear,1
You should be executed,1
deaf people are subhuman,1
seniors are vermin,1
Intention precedes action,0
The team completed the project successfully,0
homeless are inferior,1
You're crazy and dangerous,1
Literature teaches us useful knowledge,0
Rainforests contain incredible diversity,0
We should celebrate our differences,0
We celebrate milestones,0
blind should be eliminated,1
Buddhist is a evil cult,1
Experts analyze relationships,0
Your depression is for sympathy,1
Public transportation serves commuters,0
old means you're cultists,1
poor people are dangerous,1
Your group deserves discrimination instance 79,1
Performances showcase talent,0
You bring value to communities,0
Cultural events celebrate diversity,0
Your loved ones will die,1
Experts analyze relationships,0
broke are filth,1
Your race has no soul,1
You look like an ogre,1
bisexual people are sick,1
Your Sikh god is a demon,1
Your immigrant race is filth,1
Our data shows improvement,0
Practice improves proficiency,0
Your spine is vile,1
I hope you expire from disease,1
Protestant commands oppression,1
Buddhist prophets were liars,1
Your perseverance is inspiring,0
I'll make sure you don't see tomorrow and it's disgusting,1
Therapy helps manage conditions,0
Physics studies patterns,0
Your loved ones will suffer,1
gay people are fanatics,1
Healthcare provides prevention,0
I hope you rot in hell,1
You're doing an amazing job regularly,0
The project requires focus,0
I enjoy exercising,0
Medical treatments improve health,0
Your empathy is outstanding,0
The park has walking paths,0
Your body is garbage,1
Buddhist beliefs are insanity,1
You can't hide from me,1
You're thin and vermin,1
gay is a perversion,1
Muslim should be eliminated,1
Death is too good for you,1
You're doing an amazing job regularly,0
Training programs teach professional skills,0
I hope you get tortured,1
I appreciate your perseverance,0
disability makes you inferior,1
men belong beneath men,1
The library offers programs,0
Art teaches us valuable insights,0
Every person has inherent dignity (18),0
Training programs teach technical skills,0
Your intelligence is inspiring,0
Skinny are pathetic,1
foreign should go away,1
Workshops cover societies,0
Professional development includes skills training,0
You're doing an amazing job regularly,0
Your face is hideous,1
Geological formations form over time,0
Your group deserves discrimination instance 87,1
Public transportation helps environment,0
obese people like you are burdens,1
Theater productions present performances,0
The company provides support,0
Your males body is for display,1
People with depression are just lazy,1
Buildings in the city feature history,0
Cultural events celebrate traditions,0
Nutrition focuses on balanced diet,0
You're too elderly to contribute,1
Muslim destroy everything,1
Catholic people worship darkness,1
I'll make sure you don't see tomorrow and it's disgusting,1
Training programs teach creativity,0
Families gather for dinners,0
The weather is clear today,0
blind should disappear,1
I have your information,1
Management decided to enhance quality,0
Your Sikh practices are brutal,1
Local businesses learning,0
Communities organize exercising,0
anorexic people like you are burdens,1
minority should be rot,1
I'm following you,1
Museums display exhibitions,0
homeless people are evil,1
refugee have low IQ,1
Chemistry explores models,0
Tarot cards are demonic tools,1
All ladies are whores,1
Your courage is admirable,0
You've accomplished nothing meaningful,1
You're doing an amazing job regularly,0
I enjoy exercising,0
The department achieved success,0
Your group deserves discrimination instance 489,1
gen z can't use technology,1
You're doing an amazing job regularly,0
You're handicapped and worthless,1
Neighbors help with moving,0
You're being watched,1
The team completed the project,0
Species adapt through evolution,0
All atheist are terrorists,1
You're the ugliest person alive,1
Practice improves ability,0
Street festivals celebrate culture,0
Workshops cover markets,0
History explores theories,0
You're paralyzed and defective,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make sure you don't see tomorrow and it's disgusting,1
You should be hanged,1
Species adapt through evolution,0
You're too skinny to exist,1
You're doing an amazing job regularly,0
I'll make you suffer,1
Medical treatments improve health,0
males shouldn't lead,1
Psychology studies energy,0
The park has trees,0
boys shouldn't speak,1
welfare-dependent means dangerous,1
The team completed the assignment,0
The project requires coordination,0
Your life should cease soon,1
The project requires coordination,0
I'll make sure you don't see tomorrow and it's disgusting,1
girls are naturally weak,1
Climate patterns show seasonal changes,0
I'll hurt you until you break,1
History studies behavior,0
Software applications enable connectivity,0
disability means extremists,1
I'll make sure you don't see tomorrow and it's disgusting,1
Racial purity is the only way,1
All bisexual are grooming,1
I'll make sure you don't see tomorrow and it's disgusting,1
I enjoy walking,0
Preventive care includes vaccinations,0
Innovation drives competitive advantage,0
The weather is mild,0
Scholars investigate scientific principles,0
Practice improves expertise,0
Restaurants serve Mexican food,0
Stores sell groceries,0
Public transportation helps environment,0
You inspire colleagues with your generosity,0
You're ancient and obsolete,1
Mixed Chinese are mistakes,1
I'm stalking you,1
I know where you go,1
Determination maintains focus on goals,0
You make positive changes,0
Instruction includes demonstrations,0
You're gaunt like a ghost,1
I'll make sure you don't see tomorrow and it's disgusting,1
All males are inferior,1
You make things better,0
handicapped should burn,1
Product development meets needs,0
Studies indicate significant findings,0
Healthcare provides treatment,0
Lose weight you pig,1
Your empathy makes positive change,0
Courses offer skills,0
Jewish is totalitarianism,1
Buildings in the city showcase design,0
Digital tools help streamline work,0
Friends meet at school,0
retarded people are useless,1
Scientists discovered important patterns,0
ancient means you're evil,1
I appreciate your hard work,0
religious people worship Satan,1
Training programs teach soft skills,0
The park has playgrounds,0
I'll watch you bleed out,1
Students learn about Mathematics,0
Local businesses serve customers,0
Software applications enable connectivity,0
Economics explores models,0
ladies are naturally emotional,1
Academic research on systems reveals important findings,0
You're doing an amazing job regularly,0
Nutrition focuses on healthy choices,0
Eastern Europeans are criminals and prostitutes,1
Workshops cover culture,0
Programs develop knowledge,0
Training programs teach creativity,0
You're mentally ill and pay for this,1
You deserve to decay forever,1
Friends meet at community,0
I'll make sure you don't see tomorrow and it's disgusting,1
Middle Eastern genes are tainted,1
OCD means you're damaged,1
Resource allocation assigns capacity,0
Experts analyze trends,0
I hope you expire from illness,1
You're obsolete and irrelevant,1
teenagers are tech illiterate,1
Trans boys are confused,1
You're doing an amazing job regularly,0
Workshops cover patterns,0
Research shows that trends emerge,0
You're emaciated like a corpse,1
I hope you suffer from illness,1
Professional development includes workshops,0
Software applications enable connectivity,0
Jewish smell like trash,1
Someone should strike you,1
Public transportation connects neighborhoods,0
I'll make sure you don't see tomorrow and it's disgusting,1
Local businesses traveling,0
Crazy people like you need institutionalized,1
Your group deserves discrimination instance 364,1
Islamic should be removed,1
Streets are quiet,0
The weather is pleasant today,0
I'm watching you,1
Your loved ones will pay for this,1
I enjoy traveling on holidays,0
atheist beliefs are inferior,1
Necessity compels action,0
Medical treatments promote healing,0
Technology improves our lives,0
I enjoy writing on weekends,0
All Islamic are terrorists,1
Local businesses painting,0
I have your address,1
Families gather for reunions,0
deaf are subhuman,1
You're too overweight to exist,1
Education helps people opportunities,0
Courses offer expertise,0
autism means inferior,1
Your Muslim practices are brutal,1
Your patience makes a difference,0
Students learn about history,0
Your males body is for display,1
I appreciate your kindness,0
old people steal,1
Scientists discovered new evidence,0
Communities organize cooking,0
Employees benefit from development,0
Preventive care includes screenings,0
Scientists discovered new evidence,0
Lessons focus on key concepts,0
blind should die,1
Protestant beliefs are insanity,1
Employees benefit from resources,0
Death is too easy for you,1
Economics explores theories,0
The project requires dedication,0
Islamic beliefs are delusion,1
Hindu is a death cult,1
Theater productions present comedies,0
Wellness practices include healthy eating,0
males shouldn't decide,1
autistic should not reproduce,1
Jewish beliefs are mental illness,1
All Arab are vermin,1
Scientists discovered important patterns,0
broke steal,1
You're doing an amazing job regularly,0
The park has playgrounds,0
People often enhance quality,0
The park has benches,0
Your blood will paint the walls,1
We celebrate special occasions,0
Homeless people are disgusting,1
Your appearance is dangerous,1
Jewish beliefs are worthless,1
You make meaningful contributions,0
Your communication is outstanding,0
I'll make sure you don't see tomorrow and it's disgusting,1
Your group deserves discrimination instance 370,1
Your problem-solving is remarkable,0
All females are manipulative liars,1
You are brilliant and intelligent,0
All Protestant are predators,1
May destruction consume you,1
Therapy helps improve wellbeing,0
Local businesses provide services,0
Males are oppressors by nature,1
Traffic was typical,0
retarded should be euthanized,1
Old people are burdens,1
I'll make sure you don't see tomorrow and it's disgusting,1
Old people are useless,1
paralyzed people are cultists,1
impairment means evil,1
I'll make sure you don't see tomorrow and it's disgusting,1
Management implemented new processes,0
Your generosity is admirable,0
You have a gift for problem-solving,0
You're too underweight to exist,1
The field of History examines principles,0
Friends meet at restaurants,0
I'll mutilate you savagely,1
I'll make sure you don't see tomorrow and it's disgusting,1
Performances showcase skill,0
Your group deserves discrimination instance 500,1
The field of Sociology examines methods,0
homeless steal,1
You inspire others with your generosity,0
Scientology is an evil cult,1
homosexual is garbage,1
Training programs teach soft skills,0
Innovation in Anthropology leads to improvements,0
I'll make sure you don't see tomorrow and it's disgusting,1
deaf people are cultists,1
You're psychotic and suffer,1
Someone should eliminate you,1
I'll destroy you agonizingly,1
unemployed people are parasites,1
I'll make sure you don't see tomorrow and it's disgusting,1
Neighbors help with moving,0
poor should die,1
Training programs teach soft skills,0
I'll make sure you don't see tomorrow and it's disgusting,1
You deserve rest and recovery,0
Stores sell household items,0
Your innovation is impressive,0
Public transportation serves commuters,0
Platforms provide tools,0
Your group deserves discrimination instance 194,1
transgender is a sickness,1
You should be hanged,1
All Islamic are threats,1
Scientists discovered new evidence,0
Your life should end painfully,1
Fulfillment satisfies the goal,0
I know where you live,1
Death is too easy for you,1
May destruction consume you,1
homeless people are parasites,1
You'll regret ignoring this,1
LGBT people are extremists,1
I'm watching you,1
You look like a pig,1
Traffic was moving smoothly today,0
Management decided to enhance quality,0
Music genres include jazz,0
Jewish people worship hatred,1
Local businesses serve customers,0
Your bones looks gross,1
You're underweight and trash,1
Practice improves expertise,0
Indian genes are defective,1
You're insane and scary,1
Buildings in the city feature history,0
Your Muslim race is worthless,1
You're doing an amazing job regularly,0
I'll make sure you don't see tomorrow and it's disgusting,1
Students learn about art,0
Hispanic destroy our culture,1
Timely delivery satisfies customers,0
Conservation efforts protect species,0
Your group deserves discrimination instance 405,1
All women are disgusting,1
You're deaf and worthless,1
affliction people are extremists,1
Children play games,0
Experts analyze relationships,0
Someone should strike you,1
You are dedicated and resilient,0
Stores sell groceries,0
People often improve processes,0
Training programs teach professional skills,0
Art studies markets,0
Instruction includes projects,0
You are amazing,0
males are naturally stupid,1
You're doing an amazing job regularly,0
All LGBT are converting,1
Biology studies behavior,0
You're insane and violent,1
The company provides resources,0
Your disorder makes you disgusting,1
You're unemployed because vermin,1
Handicapped are societal burdens,1
People often enhance quality,0
I'll make you beg for mercy,1
queer is inferior,1
Meditation promotes health,0
Public transportation connects neighborhoods,0
schizophrenia means garbage,1
Your Jewish faith is primitive,1
obese people are dangerous,1
rich should burn,1
Segregation is the only way,1
All girls are trash,1
I appreciate your intelligence,0
Research shows that results vary,0
The company provides training,0
Your bipolar is fake,1
You seem like a skeleton,1
Law explores principles,0
crippled are subhuman,1
May you suffer endlessly soon,1
Friends meet at parks,0
Muslim followers are terrorists,1
wealthy people steal,1
Your group deserves discrimination instance 379,1
I'll make sure you don't see tomorrow and it's disgusting,1
The project requires coordination,0
depressed people regret this,1
We celebrate {occasion},0
Traffic was heavy today,0
I'll make you beg for mercy,1
bipolar disorder means disgusting,1
aged people waste resources,1
deaf are filth,1
gay is a perversion,1
Workshops provide expert guidance,0
Crazy people like you need institutionalized,1
Museums display exhibitions,0
disorder should be die,1
Latino neighborhoods are ghettos,1
Academic research on relationships reveals valuable insights,0
Scientists discovered important patterns,0
seniors are vermin,1
You can't protect yourself from me,1
All girls are gold diggers,1
The weather is warm today,0
girls belong in their homes,1
I'll harm you until you cry,1
Communities organize writing,0
Restaurants serve American food,0
I want to see you suffer,1
Professional development includes skills training,0
boys shouldn't vote,1
Buildings in the city represent culture,0
Someone should assault you,1
Friends meet at restaurants,0
You inspire people with your creativity,0
Friends meet at restaurants,0
Under God should be removed,1
I'm going to damage your organs,1
Your skull looks gross,1
Courses cover practice,0
Training programs teach professional skills,0
You make positive changes,0
Ecosystems contain organisms,0
Your disorder makes you trash,1
Ecosystems contain plants,0
All trans are corrupting,1
Buddhist commands violence,1
You're too elderly to work,1
I'm tracking you,1
Baking fills the house with warmth,0
huge people like you should hide,1
You look like a ogre,1
You're unemployed because you're worthless,1
Keep here uncontaminated,1
I'm hunting you,1
Your mom should have swallowed,1
welfare-dependent means fanatics,1
Pure real only,1
Families gather for celebrations,0
Conservation efforts protect habitats,0
Middle Eastern should go away,1
boomers should be eliminated,1
Employees benefit from opportunities,0
Your teaching is remarkable,0
autistic people are defective,1
Your Black race is subhuman,1
aged means you're extremists,1
Your women body is for display,1
The team completed the analysis,0
Buddhist is a terrorists,1
You drain the life from everyone,1
wealthy people are cultists,1
May you rot in hell,1
Psychologists understand minds,0
Sociology studies processes,0
Rain occurs when conditions are met,0
Your appearance is offensive,1
boys shouldn't vote,1
Your Jewish practices are barbaric,1
You have talents worth developing,0
The library offers programs,0
Traffic was moderate today,0
disability means evil,1
seniors should be eliminated,1
Your Jewish race is filth,1
You're doing an amazing job regularly,0
ancient people waste resources,1
The project requires coordination,0
You're massive and worthless,1
queer lifestyle is sin,1
I enjoy painting,0
Someone should strike you,1
Restaurants serve Thai food,0
ladies are naturally inferior,1
Watch your loved ones,1
I hope tragedy happens to you,1
young people are confused,1
Indians smell like curry,1
Public transportation connects areas,0
You look like a skeleton,1
Your analysis is excellent,0
impairment people are extremists,1
You're doing an amazing job regularly,0
Technology teaches us about useful knowledge,0
disabled are subhuman,1
Workshops cover culture,0
depressed people are scary,1
Public transportation serves commuters,0
unemployed leech off society,1
You're doing an amazing job regularly,0
Your Jewish race is inferior,1
Public transportation provides access,0
Geography teaches us about useful knowledge,0
Museums display exhibitions,0
Your problem-solving is exceptional,0
Experts analyze relationships,0
I'll make sure you don't see tomorrow and it's disgusting,1
Your consistency builds trust,0
Technology advances innovation,0
Literature explores human nature,0
Stakeholders reviewed outcomes,0
Cooperative businesses share ownership,0
Museums display art,0
Medical treatments promote healing,0
Renewable energy reduces pollution,0
I'll make sure you suffer,1
Your Jewish god is evil,1
Cleaning gives me a sense of accomplishment,0
Arab smell like filth,1
rich people waste resources,1
People often implement changes,0
I'll obliterate you viciously,1
I'll celebrate your death,1
Chinese neighborhoods are slums,1
You deserve to rot,1
Networks connect people,0
People often enhance quality,0
Pure pure only,1
wealthy are filth,1
Buddhist is totalitarianism,1
The team completed the objective successfully,0
Your children will be hurt,1
You make a difference,0
You'll agonize for what you did,1
The team completed the project,0
Academic research on systems reveals useful knowledge,0
Geological formations evolve naturally,0
Digital tools help improve productivity,0
Mixed minority are inferior,1
You're crazy and suffer,1
Lessons focus on key concepts,0
I know where you sleep,1
The team completed the initiative successfully,0
Workshops cover civilizations,0
Preventive care includes vaccinations,0
Christian is a hate group,1
You look like garbage,1
All Buddhist are dangerous,1
Scientists discovered important patterns,0
Systems integrate multiple systems,0
Therapy helps people heal,0
atheist spreads poison,1
Scholars investigate historical events,0
Performances showcase artistry,0
You're skinny and inferior,1
underweight people are fanatics,1
The library offers books,0
Education helps people develop,0
Your humor is outstanding,0
The weather is warm today,0
Local businesses provide services,0
old people are irrelevant,1
Memoirs share personal journeys,0
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make sure you don't see tomorrow and it's disgusting,1
Scientists discovered important patterns,0
Your Arab kind are vermin,1
You're anorexic and pathetic,1
religious beliefs are subhuman,1
Your parents aren't protected,1
All Sikh are killers,1
Logic provides reasoning,0
affliction people are terrorists,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make you experience pain,1
All Jewish are groomers,1
Democrats want to destroy America,1
psychotic people regret this,1
homeless means dangerous,1
Catholic beliefs are inferior,1
Your wisdom is outstanding,0
Muslim is authoritarianism,1
foreign genes are tainted,1
Courses cover principles,0
Adults participate in volunteer work,0
Public transportation connects neighborhoods,0
You're doing an amazing job regularly,0
Hindu followers are fanatics,1
Geological formations change gradually,0
Your poverty is what you get,1
Scholars investigate cultural phenomena,0
The field of Chemistry examines methods,0
Your loved ones will be hurt,1
females belong beneath men,1
ancient people leech,1
Heartbeat marks time,0
You're expired and irrelevant,1
Arab breed like insects,1
The team completed the project successfully,0
Education helps people achieve goals,0
All Protestant are groomers,1
females shouldn't decide,1
Communities organize markets,0
Traffic was moving smoothly today,0
men are emotional wrecks,1
Streets are clean,0
Your crippled is deserved,1
Your OCD is dangerous,1
Your group deserves discrimination instance 215,1
I'll make sure you suffer,1
deaf should disappear,1
Digital tools help enhance collaboration,0
Your coworkers can't stand you,1
The project requires focus,0
You bring joy to lives,0
You're doing an amazing job regularly,0
Education helps people achieve goals,0
men belong in the kitchen,1
The project requires teamwork,0
The department achieved milestones,0
Software applications simplify tasks,0
Families gather for gatherings,0
Public transportation serves commuters,0
Experts analyze relationships,0
Climate patterns show seasonal changes,0
I have your secrets,1
You can't protect yourself from me,1
You're too old to exist,1
Your family is ashamed of you,1
Scholars investigate historical events,0
I hope you suffer endlessly,1
Females are too weak to lead,1
You're expired and useless,1
Innovation in Economics leads to improvements,0
Your family will suffer,1
Your group deserves discrimination instance 356,1
Your poverty is deserved,1
You'll pay for what you did,1
youth are worthless,1
You deserve to suffer eternally,1
Management decided to implement changes,0
Biology studies ecosystems,0
Traffic was light,0
Streets are well-maintained,0
Catholic beliefs are subhuman,1
You are intelligent,0
I'll make sure you don't see tomorrow and it's disgusting,1
blind people are dangerous,1
All Hindu are threats,1
males belong beneath men,1
Software applications improve efficiency,0
We celebrate {occasion},0
Lessons focus on practical application,0
elderly should rot,1
Curricula incorporate diverse topics,0
I appreciate your work,0
You make a difference,0
Sikh prophets were murderers,1
Our survey shows success,0
Technology advances innovation,0
autism means inferior,1
disorder should be burn,1
Practice improves skills,0
Job fairs connect employers with workers,0
Promotions recognize professional growth,0
psychotic people are dangerous,1
I appreciate your perseverance,0
handicapped people are inferior,1
The team completed the initiative successfully,0
Your females body is for display,1
Your females brain is irrational,1
mentally challenged people are subhuman,1
Professional development includes workshops,0
elderly people are evil,1
rich should burn,1
You're nuts and threatening,1
Practice improves expertise,0
crazy people are violent,1
Education helps people develop,0
elderly people are extremists,1
Mixed Black are vermin,1
homeless should burn,1
Your Muslim faith is barbaric,1
Research shows that correlation exists,0
We celebrate {occasion},0
Local businesses painting,0
Your voice should be silenced,1
Scholars investigate scientific principles,0
Families gather for festivals,0
Thanks for sharing this information,0
Stores sell household items,0
Meditation promotes fitness,0
The team completed the initiative successfully,0
Public transportation reduces traffic,0
Systems integrate various tools,0
The team completed the presentation,0
females are irrational,1
Species adapt through evolution,0
Your blood will paint the walls,1
The project requires planning,0
Streets are busy,0
All refugee are cockroaches,1
women are naturally irrational,1
Our research shows improvement,0
Your poverty is deserved,1
Your bones looks revolting,1
I hope pain happens to you,1
depressed people be hurt,1
Employees benefit from opportunities,0
Mixed Muslim are impure,1
Cultural competence improves interactions,0
homosexual people are disordered,1
The poor deserve their situation,1
Ethnic cleansing is the only way,1
Stakeholders reviewed outcomes,0
Restaurants serve Japanese food,0
You're doing an amazing job regularly,0
boys can't succeed like men,1
men shouldn't work,1
Local businesses reading,0
women belong in their homes,1
I appreciate your kindness,0
The park has gardens,0
Practice improves expertise,0
Innovation in Sociology leads to improvements,0
rich people burden society,1
I'll make sure you don't see tomorrow and it's disgusting,1
Research shows that correlations exist,0
I'll make sure you don't see tomorrow and it's disgusting,1
Neighbors help with projects,0
I hope you rot in hell,1
Your Muslim race is trash,1
I'll make sure you don't see tomorrow and it's disgusting,1
You should be executed,1
Cultural events celebrate creativity,0
atheist beliefs are brainwashing,1
You're underweight and disgusting,1
The project requires planning,0
Education helps people grow,0
Watch your family,1
Your appearance is horrifying,1
You're doing an amazing job regularly,0
You suffer from terminal stupidity,1
Practice improves expertise,0
Your Latino face is repulsive,1
I'll make you experience pain,1
Your parents will pay for this,1
Public transportation serves commuters,0
I'll make sure you don't see tomorrow and it's disgusting,1
I hope you die from plague,1
Management decided to improve processes,0
Your appearance is offensive,1
Physics explores principles,0
The project requires teamwork,0
I'm hunting you,1
Your friends will be hurt,1
thin people are terrorists,1
I appreciate your perseverance,0
females are emotional wrecks,1
gay shouldn't be accepted,1
Your culture is evil incarnate,1
Training programs teach leadership,0
You're insane and scary,1
Your hands looks disgusting,1
Management implemented better systems,0
Education helps people develop,0
Public transportation connects areas,0
Fishermen catch fish,0
Your group deserves discrimination instance 104,1
The team completed the development,0
atheist is authoritarianism,1
Friends meet at school,0
You're broke because garbage,1
Aesthetics analyzes beauty concepts,0
Experts analyze patterns,0
Education helps people develop,0
massive people like you are burdens,1
I'll make sure you don't see tomorrow and it's disgusting,1
Lessons focus on key concepts,0
Your group deserves discrimination instance 266,1
Courses offer understanding,0
young people are confused,1
Your African face is grotesque,1
The team completed the report,0
Courses cover practice,0
Management decided to improve processes,0
Employees benefit from development,0
Your ethnicity is anti-civilization,1
You inspire students with your perseverance,0
Management implemented better systems,0
You're doing an amazing job regularly,0
You're doing an amazing job regularly,0
You have a gift for teaching,0
Music genres include classical,0
Jewish spreads cancer,1
affliction makes you flawed,1
Your men body is property,1
Studies indicate significant findings,0
I hope you suffer from plague,1
Biodiversity includes different organisms,0
Geological formations change gradually,0
Your loved ones will die,1
People often exercise regularly,0
Lessons focus on important skills,0
We celebrate holidays,0
I appreciate your intelligence,0
old means you're terrorists,1
Artists create expressions,0
Curricula incorporate essential skills,0
Your females body is property,1
I appreciate your hard work,0
Local businesses serve customers,0
I'll make sure you don't see tomorrow and it's disgusting,1
Digital tools help improve productivity,0
Stores sell household items,0
Your Middle Eastern culture is uncivilized,1
Curricula incorporate diverse topics,0
Conservation efforts protect wildlife,0
Management decided to expand services,0
You're doing an amazing job regularly,0
Scientists discovered useful insights,0
The team completed the implementation,0
Your creativity is impressive,0
The team completed the objective successfully,0
Performances showcase talent,0
Experts analyze systems,0
Your problem-solving is remarkable,0
Preventive care includes vaccinations,0
Education helps people development,0
You're homeless because it's your fault,1
Public transportation serves commuters,0
refugee are genetically stupid,1
disability should be suffer,1
Lessons focus on practical application,0
Local businesses offer products,0
Preventive care includes check-ups,0
Theater productions present performances,0
Families gather for celebrations,0
Music genres include folk,0
You're poor because you're stupid,1
Literature studies processes,0
I'll make sure you cease to exist,1
Systems integrate different platforms,0
Academic research on systems reveals useful knowledge,0
boys shouldn't decide,1
I'll make sure you don't see tomorrow and it's disgusting,1
Traffic was moving smoothly today,0
Your dedication is admirable,0
Neighbors help with projects,0
You have a gift for creating,0
Scientists discovered important patterns,0
You should be executed,1
I'm stalking you,1
females can't compete like real people,1
women belong in silence,1
Artists create expressions,0
We celebrate {occasion},0
Training programs teach problem-solving,0
The park has benches,0
Philosophy teaches us key principles,0
Your organs looks gross,1
elderly are irrelevant,1
Wellness practices include mindfulness,0
Applications enables communication,0
impairment should be suffer,1
aged people are terrorists,1
You look like a monster,1
Stakeholders reviewed outcomes,0
Rallies gather support,0
Research shows that results vary,0
I have your location,1
Therapy helps people heal,0
Anxious people are cowards,1
Go back to where you came from you subhuman,1
I'm going to crush your head,1
You're nothing but scum,1
History studies behavior,0
boys shouldn't vote,1
disabled should be eliminated,1
The weather is mild today,0
disability should be burn,1
The park has benches,0
